work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,company_location,company_size
2023,Senior,Full-Time,Analytics Engineer,190000,USD,190000,US,Medium
2023,Senior,Full-Time,Analytics Engineer,112000,USD,112000,US,Medium
2023,Senior,Full-Time,Data Analyst,135000,USD,135000,US,Medium
2023,Senior,Full-Time,Data Analyst,105500,USD,105500,US,Medium
2023,Senior,Full-Time,Research Engineer,293000,USD,293000,US,Medium
2023,Senior,Full-Time,Research Engineer,185000,USD,185000,US,Medium
2023,Senior,Full-Time,Data Analyst,80000,USD,80000,US,Medium
2023,Senior,Full-Time,Data Analyst,70000,USD,70000,US,Medium
2023,Senior,Full-Time,Data Engineer,220000,USD,220000,US,Medium
2023,Senior,Full-Time,Data Engineer,160000,USD,160000,US,Medium
2023,Senior,Full-Time,Data Scientist,175000,USD,175000,US,Medium
2023,Senior,Full-Time,Data Scientist,145000,USD,145000,US,Medium
2023,Senior,Full-Time,Data Analyst,200000,USD,200000,US,Medium
2023,Senior,Full-Time,Data Analyst,148500,USD,148500,US,Medium
2023,Senior,Full-Time,Data Scientist,45000,EUR,48289,ES,Medium
2023,Senior,Full-Time,Data Scientist,36000,EUR,38631,ES,Medium
2023,Senior,Full-Time,Data Engineer,240500,USD,240500,US,Large
2023,Senior,Full-Time,Data Engineer,123700,USD,123700,US,Large
2023,Senior,Full-Time,Analytics Engineer,152900,USD,152900,US,Medium
2023,Senior,Full-Time,Analytics Engineer,117100,USD,117100,US,Medium
2023,Senior,Full-Time,Analytics Engineer,173000,USD,173000,US,Medium
2023,Senior,Full-Time,Analytics Engineer,113000,USD,113000,US,Medium
2023,Senior,Full-Time,Applied Scientist,260000,USD,260000,US,Large
2023,Senior,Full-Time,Applied Scientist,136000,USD,136000,US,Large
2023,Senior,Full-Time,Applied Scientist,260000,USD,260000,US,Large
2023,Senior,Full-Time,Applied Scientist,136000,USD,136000,US,Large
2023,Senior,Full-Time,Research Scientist,130000,USD,130000,US,Medium
2023,Senior,Full-Time,Research Scientist,110000,USD,110000,US,Medium
2023,Senior,Full-Time,Applied Scientist,205000,USD,205000,US,Medium
2023,Senior,Full-Time,Applied Scientist,184000,USD,184000,US,Medium
2023,Senior,Full-Time,Data Analyst,149500,USD,149500,US,Medium
2023,Senior,Full-Time,Data Analyst,127075,USD,127075,US,Medium
2023,Senior,Full-Time,Data Scientist,195000,USD,195000,US,Medium
2023,Senior,Full-Time,Data Scientist,160000,USD,160000,US,Medium
2023,Senior,Full-Time,Data Engineer,219535,USD,219535,US,Medium
2023,Senior,Full-Time,Data Engineer,146115,USD,146115,US,Medium
2023,Senior,Full-Time,Data Scientist,170000,USD,170000,US,Medium
2023,Senior,Full-Time,Data Scientist,135000,USD,135000,US,Medium
2023,Senior,Full-Time,Data Scientist,175000,USD,175000,US,Medium
2023,Senior,Full-Time,Data Scientist,145000,USD,145000,US,Medium
2023,Senior,Full-Time,Data Scientist,199000,USD,199000,US,Medium
2023,Senior,Full-Time,Data Scientist,162000,USD,162000,US,Medium
2023,Senior,Full-Time,Applied Scientist,222200,USD,222200,US,Large
2023,Senior,Full-Time,Applied Scientist,136000,USD,136000,US,Large
2023,Senior,Full-Time,Data Analyst,187000,USD,187000,US,Medium
2023,Senior,Full-Time,Data Analyst,128000,USD,128000,US,Medium
2023,Senior,Full-Time,Research Scientist,210000,USD,210000,US,Medium
2023,Senior,Full-Time,Research Scientist,136000,USD,136000,US,Medium
2023,Senior,Full-Time,Data Scientist,175000,USD,175000,US,Medium
2023,Senior,Full-Time,Data Scientist,100000,USD,100000,US,Medium
2023,Senior,Full-Time,Data Engineer,179000,USD,179000,US,Medium
2023,Senior,Full-Time,Data Engineer,109000,USD,109000,US,Medium
2023,Senior,Full-Time,Data Scientist,245000,USD,245000,US,Medium
2023,Senior,Full-Time,Data Scientist,180000,USD,180000,US,Medium
2023,Senior,Full-Time,Data Analyst,142000,USD,142000,US,Medium
2023,Senior,Full-Time,Data Analyst,75000,USD,75000,US,Medium
2023,Senior,Full-Time,Data Manager,198800,USD,198800,US,Medium
2023,Senior,Full-Time,Data Manager,105200,USD,105200,US,Medium
2023,Senior,Full-Time,Data Analyst,125000,USD,125000,US,Medium
2023,Senior,Full-Time,Data Analyst,112000,USD,112000,US,Medium
2023,Senior,Full-Time,Data Scientist,210000,USD,210000,US,Medium
2023,Senior,Full-Time,Data Scientist,155000,USD,155000,US,Medium
2023,Senior,Full-Time,Data Manager,115000,USD,115000,US,Medium
2023,Senior,Full-Time,Data Manager,86000,USD,86000,US,Medium
2023,Senior,Full-Time,Data Scientist,165000,USD,165000,US,Medium
2023,Senior,Full-Time,Data Scientist,140000,USD,140000,US,Medium
2023,Senior,Full-Time,Data Analyst,139000,USD,139000,US,Medium
2023,Senior,Full-Time,Data Analyst,106000,USD,106000,US,Medium
2023,Senior,Freelancer,Machine Learning Researcher,50000,USD,50000,UA,Small
2023,Senior,Full-Time,Data Architect,250500,USD,250500,US,Medium
2023,Senior,Full-Time,Data Architect,159500,USD,159500,US,Medium
2023,Senior,Full-Time,Data Engineer,145000,USD,145000,US,Medium
2023,Senior,Full-Time,Data Engineer,115000,USD,115000,US,Medium
2023,Senior,Full-Time,Data Analyst,140000,USD,140000,US,Medium
2023,Senior,Full-Time,Data Analyst,120000,USD,120000,US,Medium
2023,Senior,Full-Time,Data Analyst,175000,USD,175000,CA,Medium
2023,Senior,Full-Time,Data Analyst,135000,USD,135000,CA,Medium
2023,Senior,Full-Time,Machine Learning Engineer,257000,USD,257000,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,147000,USD,147000,US,Medium
2023,Senior,Full-Time,Data Engineer,222000,USD,222000,US,Medium
2023,Senior,Full-Time,Data Engineer,175000,USD,175000,US,Medium
2023,Senior,Full-Time,Data Scientist,203000,USD,203000,US,Medium
2023,Senior,Full-Time,Data Scientist,133200,USD,133200,US,Medium
2023,Senior,Full-Time,Data Engineer,221000,USD,221000,US,Medium
2023,Senior,Full-Time,Data Engineer,147000,USD,147000,US,Medium
2023,Senior,Full-Time,Data Quality Analyst,100000,USD,100000,US,Medium
2023,Senior,Full-Time,Data Quality Analyst,80000,USD,80000,US,Medium
2023,Senior,Full-Time,Data Scientist,185900,USD,185900,US,Medium
2023,Senior,Full-Time,Data Scientist,129300,USD,129300,US,Medium
2023,Senior,Full-Time,Data Scientist,238000,USD,238000,US,Medium
2023,Senior,Full-Time,Data Scientist,156000,USD,156000,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,304000,USD,304000,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,199000,USD,199000,US,Medium
2023,Senior,Full-Time,Data Engineer,150000,USD,150000,US,Medium
2023,Senior,Full-Time,Data Engineer,130000,USD,130000,US,Medium
2023,Senior,Full-Time,Data Scientist,140000,USD,140000,US,Medium
2023,Senior,Full-Time,Data Scientist,110000,USD,110000,US,Medium
2023,Senior,Full-Time,Data Engineer,240000,USD,240000,US,Medium
2023,Senior,Full-Time,Data Engineer,183600,USD,183600,US,Medium
2023,Senior,Full-Time,Data Engineer,250000,USD,250000,US,Medium
2023,Senior,Full-Time,Data Engineer,150000,USD,150000,US,Medium
2023,Senior,Full-Time,Data Analytics Manager,160000,USD,160000,US,Medium
2023,Senior,Full-Time,Data Analytics Manager,120000,USD,120000,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,289076,USD,289076,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,202353,USD,202353,US,Medium
2023,Senior,Full-Time,Data Engineer,145000,USD,145000,US,Medium
2023,Senior,Full-Time,Data Engineer,120000,USD,120000,US,Medium
2023,Senior,Full-Time,Data Analyst,155000,USD,155000,US,Medium
2023,Senior,Full-Time,Data Analyst,106000,USD,106000,US,Medium
2023,Senior,Full-Time,Data Engineer,200000,USD,200000,US,Medium
2023,Senior,Full-Time,Data Engineer,160000,USD,160000,US,Medium
2023,Senior,Full-Time,Data Scientist,157750,USD,157750,US,Medium
2023,Senior,Full-Time,Data Scientist,104650,USD,104650,US,Medium
2023,Senior,Full-Time,Data Scientist,45000,EUR,48289,ES,Medium
2023,Senior,Full-Time,Data Scientist,36000,EUR,38631,ES,Medium
2023,Senior,Full-Time,Data Analyst,105000,USD,105000,US,Medium
2023,Senior,Full-Time,Data Analyst,90000,USD,90000,US,Medium
2023,Senior,Full-Time,Analytics Engineer,179820,USD,179820,US,Medium
2023,Senior,Full-Time,Analytics Engineer,143860,USD,143860,US,Medium
2023,Senior,Full-Time,Data Analyst,135000,USD,135000,US,Medium
2023,Senior,Full-Time,Data Analyst,105500,USD,105500,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,241000,USD,241000,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,181000,USD,181000,US,Medium
2023,Senior,Full-Time,Data Scientist,252000,USD,252000,US,Medium
2023,Senior,Full-Time,Data Scientist,154000,USD,154000,US,Medium
2023,Senior,Full-Time,Data Scientist,191765,USD,191765,US,Medium
2023,Senior,Full-Time,Data Scientist,134236,USD,134236,US,Medium
2023,Senior,Full-Time,Data Scientist,175000,USD,175000,US,Medium
2023,Senior,Full-Time,Data Scientist,145000,USD,145000,US,Medium
2023,Senior,Full-Time,Data Scientist,237000,USD,237000,US,Medium
2023,Senior,Full-Time,Data Scientist,145000,USD,145000,US,Medium
2023,Senior,Full-Time,Data Analyst,80000,USD,80000,US,Medium
2023,Senior,Full-Time,Data Analyst,70000,USD,70000,US,Medium
2023,Senior,Full-Time,Data Engineer,146000,USD,146000,US,Medium
2023,Senior,Full-Time,Data Engineer,75000,USD,75000,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,170000,USD,170000,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,130000,USD,130000,US,Medium
2023,Senior,Full-Time,Data Analyst,208450,USD,208450,US,Medium
2023,Senior,Full-Time,Data Analyst,170550,USD,170550,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,125000,USD,125000,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,100000,USD,100000,US,Medium
2023,Senior,Full-Time,Data Scientist,200000,USD,200000,US,Medium
2023,Senior,Full-Time,Data Scientist,170000,USD,170000,US,Medium
2023,Senior,Full-Time,Data Scientist,171250,USD,171250,IE,Medium
2023,Senior,Full-Time,Data Scientist,113750,USD,113750,IE,Medium
2023,Senior,Full-Time,Applied Scientist,222200,USD,222200,US,Large
2023,Senior,Full-Time,Applied Scientist,136000,USD,136000,US,Large
2023,Senior,Full-Time,Applied Scientist,260000,USD,260000,US,Large
2023,Senior,Full-Time,Applied Scientist,136000,USD,136000,US,Large
2023,Senior,Full-Time,Data Analyst,153600,USD,153600,US,Medium
2023,Senior,Full-Time,Data Analyst,100500,USD,100500,US,Medium
2023,Senior,Full-Time,Applied Scientist,205000,USD,205000,US,Medium
2023,Senior,Full-Time,Applied Scientist,184000,USD,184000,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,115000,USD,115000,CA,Medium
2023,Senior,Full-Time,Machine Learning Engineer,95000,USD,95000,CA,Medium
2023,Senior,Full-Time,Data Engineer,203100,USD,203100,US,Medium
2023,Senior,Full-Time,Data Engineer,114500,USD,114500,US,Medium
2023,Senior,Full-Time,Data Engineer,252000,USD,252000,US,Medium
2023,Senior,Full-Time,Data Engineer,129000,USD,129000,US,Medium
2023,Senior,Full-Time,Data Engineer,160000,USD,160000,US,Medium
2023,Senior,Full-Time,Data Engineer,130000,USD,130000,US,Medium
2023,Senior,Full-Time,Data Scientist,258000,USD,258000,CA,Medium
2023,Senior,Full-Time,Data Scientist,190000,USD,190000,CA,Medium
2023,Senior,Full-Time,Data Scientist,170000,USD,170000,US,Medium
2023,Senior,Full-Time,Data Scientist,135000,USD,135000,US,Medium
2023,Senior,Full-Time,Data Scientist,195000,USD,195000,US,Medium
2023,Senior,Full-Time,Data Scientist,160000,USD,160000,US,Medium
2023,Senior,Full-Time,Data Analyst,100000,USD,100000,US,Medium
2023,Senior,Full-Time,Data Analyst,80000,USD,80000,US,Medium
2023,Senior,Full-Time,Data Engineer,223250,USD,223250,US,Medium
2023,Senior,Full-Time,Data Engineer,178600,USD,178600,US,Medium
2023,Senior,Full-Time,Data Scientist,297300,USD,297300,US,Medium
2023,Senior,Full-Time,Data Scientist,198200,USD,198200,US,Medium
2023,Senior,Full-Time,Data Scientist,200000,USD,200000,US,Medium
2023,Senior,Full-Time,Data Scientist,170000,USD,170000,US,Medium
2023,Senior,Full-Time,Data Scientist,317070,USD,317070,US,Medium
2023,Senior,Full-Time,Data Scientist,170730,USD,170730,US,Medium
2023,Senior,Full-Time,Data Engineer,128000,USD,128000,US,Medium
2023,Senior,Full-Time,Data Engineer,81500,USD,81500,US,Medium
2023,Senior,Full-Time,AI Developer,108000,USD,108000,UA,Medium
2023,Senior,Full-Time,AI Developer,60000,USD,60000,UA,Medium
2023,Senior,Full-Time,Data Engineer,171250,USD,171250,US,Medium
2023,Senior,Full-Time,Data Engineer,113750,USD,113750,US,Medium
2023,Senior,Full-Time,Data Engineer,165000,USD,165000,US,Medium
2023,Senior,Full-Time,Data Engineer,132300,USD,132300,US,Medium
2023,Senior,Full-Time,Data Scientist,225000,USD,225000,US,Medium
2023,Senior,Full-Time,Data Scientist,175000,USD,175000,US,Medium
2023,Senior,Full-Time,Data Engineer,230000,USD,230000,US,Medium
2023,Senior,Full-Time,Data Engineer,124500,USD,124500,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,247500,USD,247500,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,172200,USD,172200,US,Medium
2023,Senior,Full-Time,Data Analyst,175000,USD,175000,US,Medium
2023,Senior,Full-Time,Data Analyst,145000,USD,145000,US,Medium
2023,Senior,Full-Time,Data Analyst,148700,USD,148700,US,Medium
2023,Senior,Full-Time,Data Analyst,125600,USD,125600,US,Medium
2023,Senior,Full-Time,Data Engineer,145000,USD,145000,US,Medium
2023,Senior,Full-Time,Data Engineer,115000,USD,115000,US,Medium
2023,Senior,Full-Time,Research Scientist,200000,USD,200000,US,Medium
2023,Senior,Full-Time,Research Scientist,150000,USD,150000,US,Medium
2023,Senior,Full-Time,Data Analyst,185000,USD,185000,US,Medium
2023,Senior,Full-Time,Data Analyst,120250,USD,120250,US,Medium
2023,Senior,Full-Time,Data Scientist,275300,USD,275300,US,Medium
2023,Senior,Full-Time,Data Scientist,183000,USD,183000,US,Medium
2023,Senior,Full-Time,Data Architect,170000,USD,170000,US,Medium
2023,Senior,Full-Time,Data Architect,125000,USD,125000,US,Medium
2023,Senior,Full-Time,Research Scientist,250000,USD,250000,US,Medium
2023,Senior,Full-Time,Research Scientist,200000,USD,200000,US,Medium
2023,Senior,Full-Time,AI Scientist,1500000,ILS,423834,IL,Large
2023,Senior,Full-Time,Machine Learning Engineer,216000,USD,216000,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,184000,USD,184000,US,Medium
2023,Senior,Full-Time,Data Engineer,180000,USD,180000,US,Medium
2023,Senior,Full-Time,Data Engineer,165000,USD,165000,US,Medium
2023,Senior,Full-Time,Data Scientist,185900,USD,185900,US,Medium
2023,Senior,Full-Time,Data Scientist,129300,USD,129300,US,Medium
2023,Senior,Full-Time,Data Engineer,145000,USD,145000,US,Medium
2023,Senior,Full-Time,Data Engineer,120000,USD,120000,US,Medium
2023,Senior,Full-Time,Data Scientist,173000,USD,173000,US,Medium
2023,Senior,Full-Time,Data Scientist,132000,USD,132000,US,Medium
2023,Senior,Full-Time,Data Analyst,208049,USD,208049,US,Medium
2023,Senior,Full-Time,Data Analyst,128500,USD,128500,US,Medium
2023,Senior,Full-Time,Analytics Engineer,179820,USD,179820,US,Medium
2023,Senior,Full-Time,Analytics Engineer,143860,USD,143860,US,Medium
2023,Senior,Full-Time,Data Engineer,167500,USD,167500,US,Medium
2023,Senior,Full-Time,Data Engineer,106500,USD,106500,US,Medium
2023,Senior,Full-Time,Data Scientist,275300,USD,275300,US,Medium
2023,Senior,Full-Time,Data Scientist,183500,USD,183500,US,Medium
2023,Senior,Full-Time,Data Analyst,190000,USD,190000,US,Medium
2023,Senior,Full-Time,Data Analyst,95000,USD,95000,US,Medium
2023,Senior,Full-Time,Data Analyst,153600,USD,153600,US,Medium
2023,Senior,Full-Time,Data Analyst,106800,USD,106800,US,Medium
2023,Senior,Full-Time,Data Scientist,275300,USD,275300,US,Medium
2023,Senior,Full-Time,Data Scientist,183500,USD,183500,US,Medium
2023,Senior,Full-Time,Machine Learning Scientist,220000,USD,220000,US,Medium
2023,Senior,Full-Time,Machine Learning Scientist,170000,USD,170000,US,Medium
2023,Senior,Full-Time,Data Analyst,135000,USD,135000,US,Medium
2023,Senior,Full-Time,Data Analyst,105500,USD,105500,US,Medium
2023,Senior,Full-Time,Data Analyst,100000,USD,100000,US,Medium
2023,Senior,Full-Time,Data Analyst,80000,USD,80000,US,Medium
2023,Senior,Full-Time,Data Engineer,160000,USD,160000,CA,Medium
2023,Senior,Full-Time,Data Engineer,145000,USD,145000,CA,Medium
2023,Senior,Full-Time,Data Engineer,150000,USD,150000,US,Medium
2023,Senior,Full-Time,Data Engineer,111000,USD,111000,US,Medium
2023,Senior,Full-Time,Data Engineer,160000,USD,160000,US,Medium
2023,Senior,Full-Time,Data Engineer,130000,USD,130000,US,Medium
2023,Senior,Full-Time,Data Engineer,252000,USD,252000,US,Medium
2023,Senior,Full-Time,Data Engineer,129000,USD,129000,US,Medium
2023,Senior,Full-Time,Data Scientist,201036,USD,201036,US,Medium
2023,Senior,Full-Time,Data Scientist,134024,USD,134024,US,Medium
2023,Senior,Full-Time,Data Analyst,165000,USD,165000,US,Medium
2023,Senior,Full-Time,Data Analyst,140000,USD,140000,US,Medium
2023,Senior,Full-Time,Data Scientist,172000,USD,172000,US,Medium
2023,Senior,Full-Time,Data Scientist,115000,USD,115000,US,Medium
2023,Senior,Full-Time,Data Engineer,163800,USD,163800,US,Medium
2023,Senior,Full-Time,Data Engineer,126000,USD,126000,US,Medium
2023,Senior,Full-Time,Data Scientist,237000,USD,237000,US,Medium
2023,Senior,Full-Time,Data Scientist,145000,USD,145000,US,Medium
2023,Senior,Full-Time,Data Engineer,139500,USD,139500,US,Medium
2023,Senior,Full-Time,Data Engineer,109400,USD,109400,US,Medium
2023,Senior,Full-Time,Data Scientist,258000,USD,258000,CA,Medium
2023,Senior,Full-Time,Data Scientist,190000,USD,190000,CA,Medium
2023,Senior,Full-Time,Data Engineer,205600,USD,205600,US,Large
2023,Senior,Full-Time,Data Engineer,105700,USD,105700,US,Large
2023,Senior,Full-Time,Data Engineer,252000,USD,252000,US,Medium
2023,Senior,Full-Time,Data Engineer,129000,USD,129000,US,Medium
2023,Senior,Full-Time,Data Scientist,239748,USD,239748,US,Medium
2023,Senior,Full-Time,Data Scientist,159832,USD,159832,US,Medium
2023,Senior,Full-Time,Data Scientist,186300,USD,186300,US,Medium
2023,Senior,Full-Time,Data Scientist,102500,USD,102500,US,Medium
2023,Senior,Full-Time,Data Engineer,165000,USD,165000,US,Medium
2023,Senior,Full-Time,Data Engineer,132300,USD,132300,US,Medium
2023,Senior,Full-Time,Data Scientist,190000,USD,190000,US,Medium
2023,Senior,Full-Time,Data Scientist,126000,USD,126000,US,Medium
2023,Senior,Full-Time,Data Architect,149040,USD,149040,US,Medium
2023,Senior,Full-Time,Data Architect,113900,USD,113900,US,Medium
2023,Senior,Full-Time,Data Engineer,153600,USD,153600,US,Medium
2023,Senior,Full-Time,Data Engineer,106800,USD,106800,US,Medium
2023,Senior,Full-Time,Data Engineer,172600,USD,172600,US,Medium
2023,Senior,Full-Time,Data Engineer,107900,USD,107900,US,Medium
2023,Senior,Full-Time,Data Analyst,180180,USD,180180,US,Medium
2023,Senior,Full-Time,Data Analyst,106020,USD,106020,US,Medium
2023,Senior,Full-Time,Data Architect,376080,USD,376080,US,Medium
2023,Senior,Full-Time,Data Architect,213120,USD,213120,US,Medium
2023,Senior,Full-Time,Data Analyst,153600,USD,153600,US,Medium
2023,Senior,Full-Time,Data Analyst,100500,USD,100500,US,Medium
2023,Senior,Full-Time,Data Analyst,206500,USD,206500,US,Medium
2023,Senior,Full-Time,Data Analyst,121600,USD,121600,US,Medium
2023,Senior,Full-Time,Data Engineer,260000,USD,260000,US,Medium
2023,Senior,Full-Time,Data Engineer,225000,USD,225000,US,Medium
2023,Senior,Full-Time,Cloud Database Engineer,170000,USD,170000,US,Large
2023,Senior,Full-Time,Applied Machine Learning Scientist,90000,USD,90000,US,Large
2023,Senior,Full-Time,Data Engineer,275000,USD,275000,US,Medium
2023,Senior,Full-Time,Data Engineer,160000,USD,160000,US,Medium
2023,Senior,Full-Time,Data Analyst,115934,USD,115934,US,Medium
2023,Senior,Full-Time,Data Analyst,81666,USD,81666,US,Medium
2023,Senior,Full-Time,Data Scientist,175000,USD,175000,US,Medium
2023,Senior,Full-Time,Data Scientist,120000,USD,120000,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,150000,USD,150000,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,120000,USD,120000,US,Medium
2023,Senior,Full-Time,Research Engineer,200000,USD,200000,US,Medium
2023,Senior,Full-Time,Research Engineer,175000,USD,175000,US,Medium
2023,Senior,Full-Time,Data Architect,138000,USD,138000,GB,Medium
2023,Senior,Full-Time,Data Architect,92000,USD,92000,GB,Medium
2023,Senior,Full-Time,Data Manager,65000,USD,65000,CO,Medium
2023,Senior,Full-Time,Data Manager,48000,USD,48000,CO,Medium
2023,Senior,Full-Time,Data Analyst,110000,USD,110000,US,Medium
2023,Senior,Full-Time,Data Analyst,75000,USD,75000,US,Medium
2023,Senior,Full-Time,Analytics Engineer,130000,USD,130000,US,Medium
2023,Senior,Full-Time,Analytics Engineer,87000,USD,87000,US,Medium
2023,Senior,Full-Time,Data Science Manager,299500,USD,299500,US,Medium
2023,Senior,Full-Time,Data Science Manager,245100,USD,245100,US,Medium
2023,Senior,Full-Time,Data Engineer,147100,USD,147100,US,Medium
2023,Senior,Full-Time,Data Engineer,90700,USD,90700,US,Medium
2023,Senior,Full-Time,Data Engineer,168400,USD,168400,US,Medium
2023,Senior,Full-Time,Data Engineer,105200,USD,105200,US,Medium
2023,Senior,Full-Time,Data Scientist,210000,USD,210000,US,Medium
2023,Senior,Full-Time,Data Scientist,160000,USD,160000,US,Medium
2023,Senior,Full-Time,Applied Scientist,222200,USD,222200,US,Large
2023,Senior,Full-Time,Applied Scientist,136000,USD,136000,US,Large
2023,Senior,Full-Time,Data Analyst,185000,USD,185000,US,Medium
2023,Senior,Full-Time,Data Analyst,120250,USD,120250,US,Medium
2023,Senior,Full-Time,Data Scientist,205000,USD,205000,US,Medium
2023,Senior,Full-Time,Data Scientist,140000,USD,140000,US,Medium
2023,Senior,Full-Time,Data Scientist,297300,USD,297300,US,Medium
2023,Senior,Full-Time,Data Scientist,198200,USD,198200,US,Medium
2023,Senior,Full-Time,Research Scientist,141288,USD,141288,US,Medium
2023,Senior,Full-Time,Research Scientist,94192,USD,94192,US,Medium
2023,Senior,Full-Time,Data Infrastructure Engineer,184000,USD,184000,US,Medium
2023,Senior,Full-Time,Data Infrastructure Engineer,143000,USD,143000,US,Medium
2023,Senior,Full-Time,Data Analyst,70000,USD,70000,US,Medium
2023,Senior,Full-Time,Data Analyst,55000,USD,55000,US,Medium
2023,Senior,Full-Time,Analytics Engineer,275300,USD,275300,US,Medium
2023,Senior,Full-Time,Analytics Engineer,183500,USD,183500,US,Medium
2023,Senior,Full-Time,Data Architect,149040,USD,149040,US,Medium
2023,Senior,Full-Time,Data Architect,113900,USD,113900,US,Medium
2023,Senior,Full-Time,Data Analyst,180180,USD,180180,US,Medium
2023,Senior,Full-Time,Data Analyst,106020,USD,106020,US,Medium
2023,Senior,Full-Time,Data Engineer,139500,USD,139500,US,Medium
2023,Senior,Full-Time,Data Engineer,109400,USD,109400,US,Medium
2023,Senior,Full-Time,Data Scientist,105000,USD,105000,US,Medium
2023,Senior,Full-Time,Data Scientist,70000,USD,70000,US,Medium
2023,Senior,Full-Time,Data Engineer,146000,USD,146000,US,Medium
2023,Senior,Full-Time,Data Engineer,75000,USD,75000,US,Medium
2023,Senior,Full-Time,Data Engineer,160000,USD,160000,US,Medium
2023,Senior,Full-Time,Data Engineer,130000,USD,130000,US,Medium
2023,Senior,Full-Time,Data Analyst,169000,USD,169000,US,Medium
2023,Senior,Full-Time,Data Analyst,110600,USD,110600,US,Medium
2023,Senior,Full-Time,Data Operations Engineer,193000,USD,193000,US,Medium
2023,Senior,Full-Time,Data Operations Engineer,136850,USD,136850,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,139500,USD,139500,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,109400,USD,109400,US,Medium
2023,Senior,Full-Time,Data Engineer,276000,USD,276000,US,Medium
2023,Senior,Full-Time,Data Engineer,178500,USD,178500,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,161000,GBP,195652,GB,Medium
2023,Senior,Full-Time,Machine Learning Engineer,83300,GBP,101228,GB,Medium
2023,Senior,Full-Time,Data Engineer,112700,GBP,136956,GB,Medium
2023,Senior,Full-Time,Data Engineer,83300,GBP,101228,GB,Medium
2023,Senior,Full-Time,Data Engineer,252000,USD,252000,US,Medium
2023,Senior,Full-Time,Data Engineer,129000,USD,129000,US,Medium
2023,Senior,Full-Time,Data Engineer,163800,USD,163800,US,Medium
2023,Senior,Full-Time,Data Engineer,126000,USD,126000,US,Medium
2023,Senior,Full-Time,ML Engineer,260000,USD,260000,CA,Medium
2023,Senior,Full-Time,ML Engineer,110000,USD,110000,CA,Medium
2023,Senior,Full-Time,Analytics Engineer,170000,USD,170000,US,Medium
2023,Senior,Full-Time,Analytics Engineer,130000,USD,130000,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,247500,USD,247500,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,172200,USD,172200,US,Medium
2023,Senior,Full-Time,Data Scientist,239748,USD,239748,US,Medium
2023,Senior,Full-Time,Data Scientist,159832,USD,159832,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,163800,USD,163800,US,Medium
2023,Senior,Full-Time,Machine Learning Engineer,126000,USD,126000,US,Medium
2023,Senior,Full-Time,Data Engineer,252000,USD,252000,US,Medium
2023,Senior,Full-Time,Data Engineer,129000,USD,129000,US,Medium
2023,Senior,Full-Time,Data Science Manager,299500,USD,299500,US,Medium
2023,Senior,Full-Time,Data Science Manager,245100,USD,245100,US,Medium
2023,Senior,Full-Time,Data Architect,188500,USD,188500,US,Medium
2023,Senior,Full-Time,Data Architect,117000,USD,117000,US,Medium
2023,Senior,Full-Time,Data Analyst,250000,USD,250000,US,Medium
2023,Senior,Full-Time,Data Analyst,138000,USD,138000,US,Medium
2023,Senior,Full-Time,Deep Learning Researcher,115000,EUR,123405,DE,Large
2023,Senior,Full-Time,Data Engineer,140000,USD,140000,US,Medium
2023,Senior,Full-Time,Data Engineer,120000,USD,120000,US,Medium
2023,Senior,Full-Time,BI Analyst,160000,USD,160000,US,Medium
2023,Senior,Full-Time,BI Analyst,135000,USD,135000,US,Medium
2023,Senior,Full-Time,Data Engineer,153600,USD,153600,US,Medium
2023,Senior,Full-Time,Data Engineer,106800,USD,106800,US,Medium
2023,Senior,Full-Time,Data Analyst,127000,USD,127000,US,Medium
2023,Senior,Full-Time,Data Analyst,94000,USD,94000,US,Medium
2023,Senior,Full-Time,Data Scientist,210550,USD,210550,US,Medium
2023,Senior,Full-Time,Data Scientist,153300,USD,153300,US,Medium
2023,Senior,Full-Time,Data Analyst,161500,USD,161500,US,Medium
2023,Senior,Full-Time,Data Analyst,119500,USD,119500,US,Medium
2023,Senior,Full-Time,Data Analyst,175000,USD,175000,US,Medium
